sqft,beds,baths,age,lot,garage,neighborhood,dist_city,price
1724,3,2,7,2535,1,D,4.92,247242
2074,2,2,68,3702,0,A,9.39,352370
1826,2,2,3,5424,2,A,3.73,417137
1103,3,2,4,4387,1,B,13.13,236904
1154,1,1,2,4476,1,A,8.08,276463
931,4,3,7,4728,2,A,12.59,289814
853,3,4,37,8291,0,D,13.78,147828
2113,3,4,67,6645,1,C,1.87,291068
1220,2,3,34,5833,0,E,26.63,133340
1012,4,4,2,3909,1,C,11.43,219919
1292,3,4,4,2300,2,E,14.39,177082
2244,3,3,1,3748,1,C,3.25,362840
931,3,3,40,6684,2,A,13.26,236799
1574,3,2,22,3837,1,C,11.2,255573
1199,2,1,17,8349,0,B,9.98,238214
1441,2,1,32,5709,1,E,15.8,165383
1373,3,3,173,6418,2,E,14.84,63458
1410,5,5,3,3161,2,C,6.84,269713
1413,1,1,45,3830,2,A,15.94,262075
975,3,3,29,7485,2,C,7.73,179086
1433,3,3,2,2240,0,B,13.56,286900
1127,3,4,1,5058,1,D,3.84,210826
1873,3,3,66,4354,0,C,14.71,255232
1642,4,5,46,5915,1,A,17.0,367788
702,2,2,22,4660,0,C,13.5,134865
1878,2,2,20,4238,1,A,8.32,395882
1490,3,4,8,1964,2,A,8.26,362765
1413,3,3,10,4564,2,E,7.6,192805
794,3,2,24,5616,0,A,14.22,223409
1087,3,3,2,7098,2,B,11.57,248108
2505,2,3,3,2173,1,E,15.09,276413
1868,2,3,12,5998,1,C,12.28,293727
1176,3,2,13,5956,0,D,16.93,201748
1770,2,3,3,6992,0,D,10.44,260621
1656,5,4,44,1486,2,A,12.26,358256
1262,3,4,18,4503,1,A,4.26,323838
443,4,4,9,5056,2,A,1.66,221278
1798,3,4,99,5526,2,D,11.07,192334
1434,2,2,27,5852,1,C,8.44,217817
1409,4,4,78,6170,2,C,15.05,199740
1862,3,3,0,5567,1,B,5.48,355934
1742,3,3,24,7477,1,A,15.08,386641
2547,1,1,24,6462,2,B,28.08,401851
2195,1,2,6,5805,2,B,4.8,373844
1483,1,1,6,3568,1,A,4.15,327669
1539,3,2,0,5479,2,D,3.77,247879
892,3,4,3,3674,0,A,13.97,274690
1888,4,3,3,4417,0,B,7.64,370750
1392,5,6,22,5379,2,C,13.44,257505
1127,2,2,16,3720,0,D,13.77,176288
992,3,3,60,2581,0,B,9.79,170493
1484,3,3,1,7421,2,A,3.5,396013
1287,3,3,17,4284,1,D,11.21,197464
916,4,5,5,1757,1,A,17.06,284615
2169,3,4,2,1741,2,A,8.03,485322
1486,4,4,5,2094,0,A,6.94,377744
2110,3,3,13,2972,0,D,6.57,297604
1820,1,2,57,6828,2,A,13.16,327568
1769,2,2,0,4794,1,A,17.89,406660
1264,5,6,65,4739,0,B,15.73,229114
1796,2,1,0,4815,0,E,15.36,222675
1347,3,2,2,7669,2,A,18.53,340755
1207,3,3,51,5572,1,C,15.05,180886
941,4,4,12,6648,2,C,14.81,211966
1449,2,1,3,7121,0,E,15.39,187184
1879,3,3,0,5916,0,A,15.5,450609
1100,1,1,22,1788,0,C,12.27,172248
1146,3,2,8,4538,0,C,4.89,217621
1023,5,4,6,1891,2,B,19.64,257390
1448,1,1,47,3248,0,C,8.45,183202
2282,4,4,48,1945,1,E,4.85,243555
1099,2,1,5,7261,0,A,7.88,292945
442,4,5,3,5964,1,A,11.08,228929
2454,4,3,18,5241,1,C,6.95,367770
1580,3,3,1,8039,2,B,14.5,327912
1773,3,3,7,8088,1,E,3.26,223434
1260,4,3,26,5647,1,E,14.23,169774
1458,3,2,33,3934,2,E,20.56,174554
1374,4,4,18,3600,2,A,10.76,344746
2172,3,2,24,6279,1,D,9.44,296808
1422,4,4,52,6074,1,D,8.51,194569
1878,4,3,15,3494,0,B,9.84,348549
1636,2,2,16,2484,2,A,2.96,359229
1025,4,4,6,1919,0,B,4.52,258548
1010,3,3,0,5963,2,C,4.49,220696
1733,3,4,33,4232,0,E,10.51,203698
1466,5,5,4,5858,2,C,6.69,295308
2536,3,4,8,8454,2,B,1.78,466099
1874,2,2,5,2860,0,E,11.42,224764
1821,3,4,32,1509,1,A,3.22,385300
2081,3,2,24,5481,1,A,13.14,445186
2068,2,1,62,5379,2,B,13.76,299689
443,3,4,12,3349,1,D,7.89,111712
700,3,3,13,4027,1,C,8.17,156989
1673,2,2,12,2956,1,B,14.15,303514
1518,2,2,11,4039,1,C,16.65,237587
1197,3,2,23,4651,1,B,8.22,238907
1451,4,4,47,6040,0,D,14.29,212202
1516,2,2,28,2659,1,B,4.43,275545
1484,4,5,63,1074,0,E,3.66,164832
1588,2,1,7,9508,0,D,21.87,227658
1205,2,2,26,3820,2,B,3.88,230879
1990,3,3,60,8971,1,E,15.3,201888
1347,1,1,60,7969,2,A,4.16,240447
912,3,3,18,6401,1,A,16.05,264613
1696,3,2,5,4045,1,D,14.9,247768
1301,3,4,24,4487,0,A,13.56,320015
2124,3,2,48,4437,0,C,11.01,294405
2242,3,3,10,5515,2,A,6.03,492690
1450,3,3,12,7976,2,B,1.89,305495
1868,3,3,23,5977,1,A,12.09,406088
2476,2,1,19,2627,0,C,6.39,358435
1610,3,2,10,2318,2,E,4.19,192214
1512,5,4,33,4537,1,E,10.12,187132
1479,2,2,9,6060,1,E,16.38,192449
1750,4,5,11,7406,1,D,11.9,283789
1074,2,2,28,3209,1,B,6.74,213928
958,3,3,2,8080,0,D,15.54,182220
562,4,4,40,5390,0,A,3.02,193320
1198,2,2,26,2997,2,E,18.2,150717
1631,3,4,6,5955,1,B,5.7,335352
2834,3,2,6,200,1,A,4.77,571166
485,3,3,19,4522,1,A,1.82,185362
979,4,4,5,5874,2,E,16.43,166597
1494,5,5,8,6264,2,B,7.18,326274
1523,3,2,25,3661,1,B,19.16,277691
1216,5,6,90,1030,2,E,2.77,120529
636,5,4,89,2808,0,D,13.49,90769
1318,4,3,28,6556,1,B,6.48,265856
2113,2,2,20,4916,2,D,10.15,271332
1509,3,4,13,236,2,A,14.51,360011
682,3,3,3,7521,0,E,15.08,126885
924,4,4,34,8090,0,D,16.54,165732
1744,4,4,0,4439,1,D,4.58,277349
993,4,3,7,8519,0,D,0.46,192385
1298,3,2,34,4845,0,B,16.12,240933
1055,3,3,15,4962,2,B,5.38,239667
2020,5,6,0,5667,1,E,9.08,274949
1521,1,1,3,5687,1,D,0.12,219832
1903,2,2,29,3244,1,C,9.5,273578
1206,2,3,13,5540,1,D,13.97,200578
1142,2,2,13,5731,2,A,12.66,282794
1227,1,2,3,7547,2,D,16.21,195752
1745,2,3,9,7319,2,D,10.14,260851
1477,2,2,2,7387,0,C,8.19,253925
1480,1,1,25,2830,2,E,9.92,168139
1832,2,1,5,5113,2,B,24.53,321895
1596,2,3,7,8502,0,C,16.51,262702
1044,3,3,18,6290,1,A,13.09,276253
2417,2,2,48,5468,2,A,5.62,447812
1071,2,1,8,4726,2,C,5.43,189362
1407,4,4,3,5660,0,B,6.26,308820
1478,3,3,5,3484,0,E,9.63,190813
1619,2,2,32,2007,2,B,12.68,276602
1378,3,4,32,5160,1,D,9.73,197244
1605,2,2,7,5888,1,E,12.43,191144
1749,2,2,42,4734,2,A,14.69,345891
1881,2,2,22,2962,0,C,6.5,282102
1843,2,2,36,5926,1,E,18.79,194342
1707,5,5,12,3986,1,A,4.93,423196
1871,2,3,49,3338,0,E,11.4,192024
2145,3,3,56,4949,1,C,8.93,285702
1499,1,1,6,4873,1,B,1.12,277566
2262,3,3,10,5144,1,A,17.39,483741
1494,2,3,40,6168,0,D,10.9,203199
2563,3,4,6,7140,0,E,4.25,306036
843,4,5,11,5856,2,D,1.62,178218
1647,2,1,73,4319,2,A,2.96,276308
1139,3,2,38,3916,0,C,10.19,190623
2038,5,5,0,3167,2,B,3.36,418866
1527,4,4,24,5197,2,E,12.73,195252
1190,3,3,4,7683,2,B,22.26,253854
954,4,3,48,5075,0,B,7.46,197099
1357,3,2,15,7247,1,A,2.04,337959
2511,3,3,11,3058,2,E,15.39,278752
1425,2,2,0,4714,2,E,8.27,192333
1543,2,2,16,7113,2,C,13.06,250729
1075,2,2,1,1321,2,C,15.45,203690
1828,5,6,0,6151,2,B,13.1,385671
1729,3,3,2,6552,2,D,7.53,277909
1501,3,4,29,4792,0,E,6.5,181441
1895,4,3,11,7835,1,D,15.81,294020
2139,2,1,5,2749,1,C,12.68,310936
1129,3,3,14,5506,2,A,2.48,296147
1552,5,5,3,200,1,A,5.48,400885
1387,3,3,48,3569,0,B,8.34,237185
1603,1,1,24,4083,0,D,1.83,222004
2180,3,3,9,4918,0,E,24.19,256781
1112,4,4,16,6003,1,B,8.07,259113
1975,4,4,3,8010,1,C,1.79,354766
936,3,2,5,6517,1,C,7.6,195693
2223,3,4,43,3367,1,E,13.84,238449
1507,2,2,13,3287,0,D,15.49,223822
2037,2,2,11,8305,2,C,4.02,317043
1251,4,4,0,2831,1,C,14.59,244977
814,2,2,4,2376,2,B,5.61,203570
2002,5,5,5,2768,1,E,9.15,260833
1812,2,2,15,757,2,A,13.95,381352
1187,2,2,6,7326,2,C,15.97,210333
836,3,2,44,1779,2,D,8.33,127272
1069,2,2,11,4364,1,B,8.17,232966
1633,3,3,32,5924,0,E,4.56,190166
1586,5,6,24,5372,2,B,4.66,331418
1532,2,2,13,5604,1,D,6.09,237570
1133,3,3,2,3543,2,D,0.79,198138
1943,3,3,37,5848,0,E,18.03,203967
1888,4,3,6,761,0,E,13.21,238921
1256,4,4,38,4977,0,E,7.69,170522
1062,3,4,17,2666,0,A,6.96,285807
1240,3,3,2,9059,0,A,6.79,352031
2291,3,3,32,5987,2,B,0.37,396318
1723,4,4,1,3156,0,E,9.29,223025
1608,3,3,21,4878,1,A,20.45,353979
1611,3,3,3,6570,1,D,15.48,250698
2304,4,4,5,2623,0,E,16.46,280732
1783,3,3,24,5468,1,C,7.65,293042
1011,2,2,7,2058,2,C,16.67,188664
1329,3,2,40,2822,0,E,25.4,141299
1438,2,2,0,3390,0,C,11.2,249567
2041,3,2,11,5480,2,E,12.72,239456
1057,3,2,42,6248,2,D,4.17,158452
1891,4,3,25,1474,0,D,2.09,261747
1542,3,3,38,3749,2,E,18.95,164999
2324,4,3,5,860,1,A,16.11,499267
1664,4,4,17,7812,1,D,9.28,259152
371,4,3,49,6740,2,D,9.69,95638
866,3,3,1,5219,1,C,7.75,190457
2617,3,3,45,6589,1,A,9.52,516052
771,3,2,100,8640,1,B,24.53,85143
1532,2,2,61,2343,2,E,3.43,149281
2628,3,3,22,463,2,C,9.93,382933
1515,3,3,34,8363,2,D,5.76,222503
1384,1,1,20,6691,0,A,6.55,304362
1872,3,4,36,5296,1,C,7.21,277969
805,3,3,7,6951,2,A,11.69,258082
1088,4,4,0,8718,1,C,7.71,246592
1574,2,2,23,3992,1,A,5.68,346949
2331,5,5,9,6965,2,E,18.81,295137
2681,3,3,42,2387,1,A,3.73,520835
1581,2,1,11,5845,2,B,22.73,279243
1634,3,3,4,200,0,C,17.04,273986
1865,1,1,14,9267,0,A,11.68,398627
1569,4,4,37,5512,2,C,16.07,261819
1011,3,2,34,3504,0,B,12.25,201448
480,1,1,77,4027,0,A,9.08,63357
1464,5,5,10,5162,1,D,0.06,251108
1265,2,3,24,4383,2,E,14.75,165303
1742,4,5,55,6456,1,C,6.49,273583
1793,5,5,4,3927,1,C,14.01,322290
1934,5,5,6,5424,2,D,6.66,306908
1404,3,4,20,1393,1,C,16.42,243055
1607,2,1,6,4104,2,A,13.81,365958
1201,2,1,2,1784,0,C,17.45,200867
1465,3,4,0,965,2,A,20.64,361132
932,3,3,0,4031,1,A,8.08,285266
1311,2,2,7,3383,2,D,21.79,204066
1626,2,2,48,3074,2,C,10.59,230227
914,3,3,15,4782,1,B,7.35,207206
918,4,4,28,6807,1,B,12.86,208965
2285,4,3,0,2440,1,A,0.59,518159
877,1,1,7,1994,0,D,8.73,151436
882,2,3,18,8167,1,C,1.47,178441
1463,3,2,67,5468,2,C,4.69,202101
1720,5,5,78,5036,1,D,16.06,210866
2072,3,3,26,4977,1,A,14.16,444648
1063,5,5,1,1621,0,E,4.03,168563
418,2,1,21,5107,1,C,16.57,95590
1561,5,5,1,7123,1,C,13.43,296610
2297,2,2,51,5230,1,B,3.73,355351
1597,2,2,55,7472,0,E,0.52,169224
1781,2,3,16,6033,0,D,19.86,251799
1710,3,2,5,5168,2,B,16.88,321353
1582,2,2,2,3355,2,C,23.08,249580
1088,2,2,4,2529,0,D,11.59,173992
1502,3,2,9,2907,0,E,10.51,183861
1443,3,4,34,6001,1,B,13.53,267370
1145,3,3,57,7777,0,D,2.13,157050
1441,3,3,13,9371,1,C,7.71,258167
1118,3,2,12,6183,2,A,0.09,299821
2111,2,1,17,4898,2,C,12.25,313671
1235,3,3,2,2340,1,A,9.73,316019
1315,3,4,41,4857,1,A,16.7,295869
1838,5,5,25,8584,0,A,19.67,447760
2555,2,1,18,5419,2,D,23.36,330279
719,3,3,8,2360,1,E,18.76,121183
1641,4,5,0,5802,0,E,14.47,227415
2166,2,1,37,4894,2,B,6.74,349292
1661,3,3,24,4155,0,C,16.94,268811
1208,2,1,1,5793,1,B,9.46,262378
1494,4,3,25,544,0,A,7.08,352435
1551,2,3,9,4706,2,C,8.41,261258
1568,3,3,0,4561,1,D,0.05,255475
1468,3,2,23,10366,0,D,5.35,234932
1144,4,3,8,3723,0,B,8.85,259673
748,3,3,10,5046,0,A,4.59,245150
944,3,3,8,2506,0,B,4.52,218785
1706,3,2,54,3239,1,C,11.04,226941
1290,5,6,19,5969,2,A,9.27,359715
1058,2,2,27,1839,0,E,4.92,134197
1781,4,4,21,5487,1,B,8.89,333702
1678,4,4,36,3976,0,A,18.21,373006
1125,2,3,3,3901,1,A,17.11,286414
1171,4,4,21,8315,1,A,10.95,329415
2248,5,6,20,5823,2,B,7.96,429835
2449,3,3,5,2565,0,E,14.88,282237
1196,2,3,24,2079,1,C,7.68,188874
971,1,1,14,5887,1,C,15.53,161161
1382,3,3,42,2934,1,E,19.01,159398
1648,2,3,17,5084,2,E,13.57,203167
2566,4,3,23,4583,0,D,11.06,339440
1656,3,3,89,2919,1,B,8.82,230210
1027,3,4,68,7229,2,E,11.03,111244
1178,4,4,47,8177,1,B,10.66,237125
1446,2,2,137,5880,0,E,4.09,96186
1582,3,3,17,5225,0,A,17.48,356771
1446,5,5,24,4833,2,E,10.02,195314
1331,2,3,1,4036,1,C,17.34,232151
1308,1,1,14,5932,0,C,9.04,202969
2185,2,1,9,5998,2,B,0.41,387021
1785,3,3,12,1812,2,E,0.46,220395
344,5,4,22,4292,2,B,11.95,150961
1474,4,4,23,5368,0,B,16.4,293953
1434,4,4,12,3198,2,B,17.59,302216
1544,3,3,31,7499,1,B,14.5,285385
1666,4,5,8,4700,1,B,7.63,353692
1309,3,3,44,5200,2,B,14.97,223862
1691,3,3,16,4424,2,E,20.53,195931
2234,3,4,23,5816,2,B,16.79,392779
2027,2,1,17,7164,0,A,14.49,424236
1992,2,2,8,6571,1,A,5.82,445214
614,2,2,17,4262,0,B,9.44,146652
975,4,5,2,2594,0,A,22.23,292452
1497,4,4,3,3936,0,B,0.94,332011
2156,4,4,4,2934,2,C,15.11,344190
2284,3,3,4,9091,2,C,2.07,381244
300,4,4,0,593,0,A,15.06,188322
1520,2,2,60,2510,1,D,12.3,173931
1621,2,2,7,9787,0,D,7.58,247193
1772,5,6,61,5358,0,B,17.5,308941
2534,3,3,4,6531,2,D,11.67,357121
1836,3,2,4,5253,1,B,11.89,347517
1446,4,5,0,6332,1,D,5.25,247972
2256,5,4,1,5250,1,C,6.33,390667
1753,3,3,8,1522,2,A,24.03,396536
2147,2,3,18,1745,1,D,5.25,287383
766,5,5,35,5253,1,A,8.38,240872
2084,4,4,2,7539,2,A,6.78,502973
2219,3,4,18,3338,2,B,14.3,383328
1335,2,3,0,4137,2,A,22.0,328238
1692,3,2,0,4487,1,B,11.56,328320
1918,3,3,38,3329,0,D,2.0,247001
2000,3,3,15,2745,1,C,14.07,299734
1665,3,3,0,2778,0,A,22.05,383999
1710,4,4,1,3749,2,D,12.29,277520
993,5,5,45,9459,2,E,20.06,136984
1243,2,3,38,4222,0,B,6.16,224566
1125,4,3,107,7454,1,A,16.35,175201
2086,2,2,28,7892,2,C,17.46,300712
2655,2,2,11,4006,2,A,6.72,539588
1910,4,4,29,3851,2,C,2.8,311771
1442,2,1,12,7346,2,A,6.25,341056
1898,3,2,0,5663,0,D,22.23,278704
1863,2,3,10,4662,0,E,15.79,221025
1293,3,3,18,7082,2,A,6.91,328919
1967,3,2,27,200,2,D,6.81,260829
1684,2,2,24,2420,1,A,9.88,352839
1534,4,5,0,4957,0,D,17.81,259846
1690,1,1,38,8347,2,A,8.42,340504
1093,3,3,23,6835,1,C,18.36,190509
975,4,5,1,1591,0,B,2.55,257013
1314,4,3,4,6192,1,E,4.02,189045
910,2,2,24,5039,0,C,12.38,170031
844,4,4,6,5355,1,E,6.45,158136
1928,3,3,6,5400,0,D,11.09,286837
1772,2,2,2,5502,0,A,12.33,404242
1145,4,4,30,5533,0,E,16.8,165007
1358,5,5,33,3743,2,A,12.87,337197
539,4,4,51,6637,0,D,10.41,101361
2083,2,2,2,7350,1,C,5.58,334676
1013,3,3,17,5681,1,C,12.81,198213
1030,2,2,23,8718,0,D,12.64,173408
2533,4,4,39,4799,1,E,20.48,274104
1605,3,3,42,3659,2,B,13.84,277081
2290,3,2,4,4985,0,C,1.42,358894
1894,2,2,2,5304,0,A,13.83,418234
1662,3,3,1,4089,0,A,3.05,407902
1251,3,3,9,4596,0,D,2.04,216370
1508,5,5,4,4876,2,E,19.74,214334
1160,2,2,4,5830,2,A,3.7,297393
1098,4,3,1,5388,0,A,7.43,325937
1287,4,3,36,3345,2,B,13.29,247315
1779,1,1,9,9777,1,A,4.21,401471
1655,3,3,2,5218,2,E,12.19,217007
2191,3,2,1,5243,2,D,0.02,319963
1175,3,4,19,7691,1,D,1.46,202065
1560,3,3,23,3869,0,C,9.62,252397
1493,3,2,9,6840,1,C,11.99,266894
1605,1,1,4,3752,1,A,3.56,363961
2165,3,3,28,5476,1,B,7.71,363765
1374,5,5,4,4409,1,B,17.79,315636
1808,3,3,16,7250,0,D,21.81,267360
1284,2,1,16,5371,2,E,2.82,172108
1975,4,3,18,5012,0,E,4.85,242989
1252,1,2,27,4821,0,C,14.46,194601
2070,5,5,0,6234,2,A,6.46,513212
2703,5,5,20,10718,0,D,10.18,383774
2112,4,4,7,5927,0,E,3.25,274514
2604,2,2,30,6853,1,E,6.98,282670
1362,2,2,5,6898,1,E,13.12,185230
1787,2,1,11,6185,0,A,13.17,400360
1664,3,2,18,6716,2,E,15.56,208344
2669,5,4,50,8476,2,B,11.62,450850
2213,4,5,0,3612,1,C,7.72,376260
2183,2,2,8,3598,1,C,13.44,318981
1826,3,4,14,7362,0,A,15.62,420562
940,4,5,16,8072,2,C,5.76,202117
1458,3,4,7,5208,2,A,2.11,372808
1308,3,4,8,2683,2,C,11.54,245126
2681,3,4,37,6964,1,B,11.8,437515
850,3,4,13,4970,1,C,8.32,193362
1780,4,4,23,6334,2,C,11.75,291119
1997,3,3,43,4083,0,E,9.73,209604
1623,5,5,4,2721,2,B,14.08,348062
1617,4,4,8,8717,2,D,9.06,267504
1679,3,2,26,2763,0,C,14.79,260843
1575,4,4,8,8977,2,A,10.76,414051
2743,3,4,35,6961,2,D,0.71,367003
2467,4,3,5,3260,1,B,10.44,449049
1824,3,4,21,200,0,E,5.81,209256
368,3,4,11,6556,2,D,11.97,116484
635,5,6,26,4820,1,B,9.33,187810
587,2,1,3,1140,2,C,9.64,140616
879,3,2,53,4708,2,D,8.55,126696
2464,5,5,12,6858,2,C,1.19,399018
2324,3,3,24,4757,2,B,22.41,382523
601,5,6,2,5546,2,B,17.46,209008
1560,3,3,39,2508,0,D,13.87,204790
908,3,3,5,9967,0,C,9.13,205334
1553,3,4,13,3877,2,D,8.51,237132
1044,2,2,20,3540,0,C,1.98,179685
1139,4,3,31,2266,1,D,9.04,182632
1696,3,3,31,2979,0,E,7.5,192829
1765,4,4,2,3198,2,C,13.75,300687
2268,2,1,7,3047,2,D,4.71,298805
1187,3,2,18,3470,1,C,12.52,199269
1805,2,2,35,8060,0,C,14.35,273146
1452,2,3,70,4601,0,A,12.02,257396
1545,2,2,4,7484,1,C,4.56,276122
1298,4,5,5,5609,0,B,23.53,287371
1572,3,4,25,5285,0,C,8.58,259304
1488,5,5,0,6626,0,C,17.1,301050
1456,4,4,30,5309,2,A,13.77,352154
1756,3,3,7,6635,0,E,9.17,226867
1138,3,2,43,1234,1,E,8.15,126096
1580,3,3,9,5947,1,B,20.65,302843
1314,4,4,12,8992,0,C,6.96,261609
1517,3,4,10,5220,2,A,14.81,375492
1461,1,1,11,4206,2,E,2.83,168542
1025,3,3,9,1993,1,E,13.87,148463
1831,4,3,3,6437,0,E,15.02,246737
1172,2,2,71,5173,0,C,8.46,158513
300,2,2,37,4056,2,B,5.48,84369
1496,3,3,4,2017,2,D,5.07,235225
1387,2,1,11,4292,0,E,12.54,175354
1124,2,3,14,5411,0,B,1.15,238023
1148,4,4,5,4343,2,B,13.14,259549
2313,4,4,24,9341,2,A,3.72,505980
1231,2,2,39,3732,1,E,14.0,145935
1614,1,2,4,5501,0,E,11.67,197051
1176,3,3,27,7558,2,B,6.34,250535
1290,2,2,49,3859,1,E,13.65,144241
1619,3,3,2,6161,2,A,11.27,403217
1039,4,5,2,6429,1,A,13.23,321948
1357,3,2,3,6170,0,D,1.26,221059
2059,2,1,0,4152,0,C,16.76,315238
1033,2,1,14,3506,0,E,2.89,133178
1279,3,3,33,6461,2,B,6.74,256300
1663,5,6,3,7430,1,D,20.43,292650
1530,4,3,30,4897,1,D,9.28,221992
1333,3,4,22,5445,1,A,0.62,342257
1525,3,3,6,5666,1,E,12.21,194888
1244,3,3,11,4588,2,E,11.52,174962
1959,2,2,0,4592,0,C,8.14,305047
507,2,1,2,4955,2,D,4.78,130793
1015,3,2,10,5847,2,D,1.24,188832
1159,4,3,14,2727,2,D,11.01,195085
2484,5,5,18,7234,2,C,13.5,390468
1528,3,3,1,3045,2,A,5.79,382969
1822,2,1,3,3949,1,D,1.22,257739
1166,3,4,75,5519,1,E,6.01,126853
621,1,1,22,3954,1,D,10.98,97290
1759,3,3,9,2346,1,E,5.88,215421
2197,3,3,77,7119,0,D,18.83,257941
3094,2,3,18,3660,1,C,8.17,443408
2268,3,2,43,5313,2,D,7.73,278640
1617,4,4,7,7831,0,D,12.4,274377
1233,3,3,52,4089,0,A,11.61,252632
1201,3,4,0,4378,1,B,5.16,286319
717,3,3,4,4765,2,A,11.48,230850
1001,2,2,24,7949,2,B,14.77,210565
466,3,3,2,7476,2,E,3.98,116113
1637,4,4,1,2185,0,A,17.42,403709
2294,1,2,15,3601,2,A,8.02,470704
1979,2,3,2,4132,1,E,0.03,244950
1347,2,3,30,2121,1,D,2.76,183854
1335,3,3,35,3997,2,C,13.22,207216
1460,2,1,60,3300,1,E,17.82,134525
830,3,3,0,2519,0,A,6.35,257121
1480,4,4,14,7588,1,A,1.31,393089
964,3,2,21,4769,0,E,8.67,144444
1697,3,3,48,3087,2,C,3.6,241263
1186,3,3,33,4402,0,C,22.06,197637
1862,3,3,0,1348,0,D,5.52,271292
1135,5,6,8,3708,1,B,4.35,292621
1506,1,1,14,2733,1,E,12.15,164163
1420,3,3,7,7025,1,D,7.89,239324
2176,5,5,3,3309,2,C,11.17,364221
1317,3,4,1,7159,2,A,6.76,356158
1227,4,4,10,1358,0,E,20.22,175649
773,4,3,1,5671,0,E,8.38,151342
2098,5,4,2,9127,2,B,19.9,415688
2156,2,2,49,3511,2,B,9.31,329606
1478,4,3,4,6005,0,B,20.28,301432
935,4,4,129,5815,0,B,8.52,103791
1448,4,4,68,6710,0,E,7.48,158634
1097,5,5,19,1648,1,D,17.39,199721
1406,3,4,8,5862,1,A,19.31,345415
847,3,3,3,4112,0,D,7.8,170342
839,4,4,59,4194,2,D,10.78,126937
678,2,2,11,6035,0,C,16.9,151556
1484,3,4,26,2131,0,D,6.47,212549
344,3,2,21,495,0,A,11.91,143337
1968,4,5,113,7289,0,B,1.28,273404
1750,5,5,7,6535,1,D,11.58,285837
1643,1,1,45,7129,1,E,9.64,177137
1934,3,2,32,3394,1,D,4.8,255973
1032,1,2,22,6728,1,D,19.82,154504
813,3,2,50,1037,2,B,4.56,146170
1046,1,2,17,6339,0,C,0.97,178322
1920,2,1,37,4381,0,C,9.47,259355
2020,5,4,8,8136,2,C,23.49,342058
1185,2,2,41,2453,0,C,2.85,188621
1567,4,4,11,5067,1,C,7.72,279030
1882,3,3,17,4002,1,E,13.34,214763
1920,5,4,10,5136,1,C,1.48,339410
2381,4,3,28,3244,0,A,4.79,503803
1941,2,3,23,6157,0,D,4.75,270224
1756,2,1,6,5872,0,C,17.0,275614
1938,3,3,13,3402,0,C,6.76,305139
1557,3,3,46,2209,0,B,20.55,260608
1314,5,5,50,7313,1,A,7.25,320340
1458,3,2,2,6165,1,B,15.13,303761
1510,2,2,6,5669,1,A,17.81,349175
2062,2,2,0,4184,1,B,2.67,376778
2202,3,3,1,5419,2,B,3.79,417457
2205,4,4,11,5949,1,D,6.47,322977
1249,4,5,84,1530,2,C,10.01,161993
1430,3,3,49,4485,0,C,8.6,207851
1486,5,5,2,7810,1,C,10.35,304049
1425,2,3,20,6751,2,A,18.03,328931
1141,5,5,9,3371,1,D,9.21,212605
1283,3,3,0,4727,1,D,11.03,219698
1367,5,5,2,6508,2,D,12.56,250668
1101,2,2,0,4607,0,D,10.53,198540
1071,2,2,10,1230,2,E,11.3,142212
1646,3,4,6,4717,2,C,11.64,281806
1437,3,2,10,6279,1,B,0.36,288699
1442,3,4,9,5336,2,E,8.88,199980
2388,2,2,5,7216,1,D,18.14,327551
2192,3,2,19,4395,1,B,9.13,384866
2069,2,1,5,7062,2,C,18.25,320819
1385,4,3,10,3874,2,D,21.53,213498
2472,3,2,44,5969,2,C,15.94,336398
1915,3,2,24,3487,2,D,1.25,255354
1291,2,1,8,6363,2,A,7.75,324222
2245,2,1,10,4974,1,C,16.84,340692
1190,2,2,39,5921,1,B,9.47,211854
1610,2,1,14,10716,1,B,3.45,308356
1924,5,6,6,4001,1,B,9.62,391062
1668,1,1,112,6734,0,D,23.08,131668
1905,2,3,42,3867,0,B,6.25,303665
1709,4,4,1,2494,1,D,2.93,284545
1509,3,2,23,7084,2,D,14.71,225530
1140,2,3,1,5936,0,E,0.37,163594
2032,3,3,50,2376,2,D,12.51,244756
1078,2,2,25,5087,2,E,8.93,142075
1055,3,4,17,8169,1,E,2.37,156664
759,3,3,26,9050,1,C,3.26,161966
1235,4,3,3,4073,2,A,2.57,339274
1759,3,3,10,5761,2,A,14.75,416367
491,4,5,8,4597,2,C,3.55,164122
1979,1,2,8,4074,2,B,12.65,334991
1549,3,4,19,6247,1,A,12.36,367604
1714,5,5,77,1736,1,A,10.3,326036
1910,5,6,25,7469,1,D,13.63,296958
1311,2,2,14,3063,0,E,15.17,152221
300,3,3,1,6549,0,C,9.11,128205
2320,3,3,80,4526,2,E,18.65,218950
1586,5,4,2,4149,2,E,14.02,213006
1801,4,5,38,6055,1,B,0.76,340480
2210,5,6,3,2993,0,A,7.55,528116
1728,2,2,16,4521,1,E,10.76,208852
1230,3,3,25,5163,1,E,10.76,159661
1494,3,4,16,3032,1,A,15.27,355652
1748,2,2,26,4973,1,E,4.76,198639
1643,3,3,8,7165,2,C,7.38,293840
1557,3,3,2,2470,0,A,6.45,387681
2010,4,4,7,1777,1,D,15.72,294652
1805,3,3,2,4177,1,E,1.86,232656
2158,4,4,3,5019,0,E,6.69,266170
1823,3,4,0,200,0,A,11.91,432696
